timestamp,pm10,pm2_5,co,no2,so2,ozone,dust,uv_index,temperature,humidity,wind_speed,aqi,created_at,city
2025-09-05T00:00:00.000Z,47.0,22.3,198,16.7,9.3,36,40,0.0,26.8,86,12.7,71.88841201716738,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T01:00:00.000Z,43.9,20.8,180,12.6,8.1,40,37,0.0,26.4,88,11.4,68.66952789699572,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T02:00:00.000Z,40.9,19.4,167,9.5,7.3,43,35,0.0,26.2,89,9.5,65.66523605150215,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T03:00:00.000Z,40.2,18.7,150,7.8,7.1,44,35,0.0,26.0,89,7.5,64.16309012875537,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T04:00:00.000Z,40.0,18.5,138,7.2,7.3,44,35,0.0,25.9,91,10.3,63.73390557939914,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T05:00:00.000Z,40.3,18.5,155,7.6,7.9,44,36,0.0,25.8,93,12.6,63.73390557939914,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T06:00:00.000Z,41.1,19.2,235,9.4,8.8,42,39,0.0,26.4,92,14.0,65.23605150214593,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T07:00:00.000Z,45.4,21.6,345,11.9,10.2,40,44,0.2,26.6,90,10.2,70.3862660944206,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T08:00:00.000Z,52.5,23.6,410,13.3,12.1,43,49,1.05,27.8,82,8.2,74.67811158798284,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T09:00:00.000Z,57.4,25.5,387,12.7,15.1,56,55,2.8,29.5,72,8.9,78.75536480686696,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T10:00:00.000Z,63.6,28.0,318,11.0,18.6,74,61,5.1,31.2,64,10.1,84.12017167381975,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T11:00:00.000Z,68.7,31.0,264,9.4,21.1,92,65,7.25,32.2,60,12.3,90.55793991416309,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T12:00:00.000Z,71.9,33.4,244,7.9,21.8,110,65,8.35,32.7,58,13.7,95.70815450643777,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T13:00:00.000Z,69.4,33.4,238,6.4,21.4,127,62,8.1,32.8,58,14.8,95.70815450643777,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T14:00:00.000Z,65.7,32.0,240,5.9,20.4,132,59,6.6,32.5,58,15.7,92.70386266094421,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T15:00:00.000Z,61.5,30.0,251,6.9,18.5,117,57,4.25,31.8,60,16.0,88.41201716738198,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T16:00:00.000Z,58.4,27.6,269,9.0,16.1,90,55,2.0,31.1,63,16.0,83.26180257510731,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T17:00:00.000Z,63.8,29.7,285,12.5,14.7,72,60,0.6,30.1,71,16.9,87.76824034334766,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T18:00:00.000Z,61.0,28.9,299,16.9,13.8,59,55,0.1,28.9,79,14.0,86.05150214592274,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T19:00:00.000Z,56.6,28.5,310,22.8,12.5,40,48,0.0,28.1,83,11.0,85.1931330472103,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T20:00:00.000Z,54.4,28.5,307,26.3,11.4,28,43,0.0,27.8,85,10.1,85.1931330472103,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T21:00:00.000Z,54.7,28.8,278,25.2,10.8,27,41,0.0,27.4,87,14.1,85.83690987124464,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T22:00:00.000Z,54.5,28.3,235,21.7,10.5,32,40,0.0,27.3,87,14.5,84.76394849785409,2026-01-17T03:07:34.530Z,Karachi
2025-09-05T23:00:00.000Z,51.8,27.5,197,18.0,10.0,37,39,0.0,27.2,85,15.6,83.04721030042919,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T00:00:00.000Z,49.7,26.4,172,14.7,9.2,40,39,0.0,27.2,85,13.4,80.68669527896996,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T01:00:00.000Z,48.8,25.3,152,11.4,8.3,44,39,0.0,27.0,86,12.6,78.32618025751074,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T02:00:00.000Z,48.2,24.2,139,8.8,7.6,46,39,0.0,26.7,88,12.7,75.9656652360515,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T03:00:00.000Z,47.3,23.3,130,7.3,7.3,47,38,0.0,26.5,90,11.3,74.03433476394851,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T04:00:00.000Z,45.8,22.6,128,6.6,7.4,48,36,0.0,26.2,91,12.3,72.53218884120173,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T05:00:00.000Z,44.1,21.8,143,6.6,6.9,48,37,0.0,26.2,92,13.5,70.81545064377683,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T06:00:00.000Z,43.4,22.0,192,8.8,7.9,46,39,0.0,26.5,90,13.2,71.24463519313305,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T07:00:00.000Z,46.6,23.9,258,11.8,9.3,43,42,0.2,26.7,89,14.6,75.32188841201717,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T08:00:00.000Z,53.0,25.9,299,13.4,11.0,46,46,1.0,27.8,81,15.0,79.61373390557941,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T09:00:00.000Z,59.3,28.1,290,12.3,13.2,58,51,2.6,29.1,73,13.2,84.33476394849785,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T10:00:00.000Z,63.3,29.6,256,9.9,15.6,75,57,4.75,30.3,68,12.9,87.55364806866953,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T11:00:00.000Z,67.8,31.1,230,7.7,17.2,89,63,6.6,31.5,63,13.1,90.77253218884121,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T12:00:00.000Z,71.2,32.0,223,6.2,17.3,97,68,7.6,32.0,62,13.5,92.70386266094421,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T13:00:00.000Z,72.6,32.1,223,5.0,16.5,102,73,7.45,32.2,61,14.2,92.91845493562232,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T14:00:00.000Z,73.1,32.0,230,4.8,15.6,101,74,6.05,32.0,62,15.4,92.70386266094421,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T15:00:00.000Z,71.9,31.5,247,5.8,14.9,92,71,3.95,31.5,64,16.7,91.63090128755366,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T16:00:00.000Z,69.2,30.6,271,7.7,14.2,76,65,2.05,30.8,67,17.9,89.69957081545064,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T17:00:00.000Z,64.3,29.0,288,11.1,13.3,63,63,0.75,30.1,69,16.7,86.26609442060087,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T18:00:00.000Z,56.0,27.3,295,16.3,12.8,52,53,0.1,29.2,75,14.1,82.61802575107296,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T19:00:00.000Z,46.1,26.1,296,23.3,12.0,37,39,0.0,28.0,83,11.9,80.04291845493563,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T20:00:00.000Z,44.8,26.2,290,28.3,11.6,26,29,0.0,27.5,87,10.9,80.25751072961374,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T21:00:00.000Z,43.8,25.9,274,29.8,12.0,23,26,0.0,27.5,86,11.7,79.61373390557941,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T22:00:00.000Z,44.0,26.4,251,29.2,12.6,25,26,0.0,27.3,87,13.3,80.68669527896996,2026-01-17T03:07:34.530Z,Karachi
2025-09-06T23:00:00.000Z,43.9,26.4,227,26.8,12.7,28,26,0.0,27.0,87,12.1,80.68669527896996,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T00:00:00.000Z,41.7,24.8,200,21.7,11.6,34,24,0.0,26.9,88,11.4,77.25321888412017,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T01:00:00.000Z,38.0,22.1,173,14.8,9.9,42,22,0.0,26.6,90,12.8,71.45922746781116,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T02:00:00.000Z,33.8,19.2,153,9.5,8.6,48,21,0.0,26.5,91,12.7,65.23605150214593,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T03:00:00.000Z,31.8,17.5,142,6.9,7.9,51,21,0.0,26.4,91,13.6,61.587982832618025,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T04:00:00.000Z,31.8,17.1,139,5.9,7.4,52,21,0.0,26.4,91,13.2,60.72961373390558,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T05:00:00.000Z,31.7,16.6,152,6.2,7.6,52,23,0.0,26.4,91,12.7,59.656652360515025,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T06:00:00.000Z,32.1,17.1,197,8.6,8.3,50,26,0.0,26.6,91,14.0,60.72961373390558,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T07:00:00.000Z,35.2,18.9,257,11.8,9.4,47,31,0.15,26.8,90,13.8,64.5922746781116,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T08:00:00.000Z,42.3,20.9,294,13.4,10.7,48,35,0.85,27.9,82,16.3,68.88412017167383,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T09:00:00.000Z,46.9,22.2,283,11.7,12.4,58,39,2.35,29.4,73,14.3,71.67381974248927,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T10:00:00.000Z,50.9,23.6,248,8.4,14.3,72,44,4.75,30.6,66,13.9,74.67811158798284,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T11:00:00.000Z,52.9,25.0,220,5.7,15.4,83,46,7.15,31.5,62,14.1,77.6824034334764,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T12:00:00.000Z,52.0,25.3,209,4.3,15.0,88,45,8.45,31.9,61,15.3,78.32618025751074,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T13:00:00.000Z,51.9,24.9,205,3.7,13.8,90,43,8.35,31.6,62,17.8,77.46781115879828,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T14:00:00.000Z,49.1,24.0,211,3.9,12.9,88,41,6.5,31.2,64,19.6,75.53648068669528,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T15:00:00.000Z,46.2,22.9,232,5.2,12.8,80,40,3.1,30.5,67,18.4,73.17596566523605,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T16:00:00.000Z,48.3,23.5,263,7.4,13.0,68,39,1.25,29.9,69,16.0,74.46351931330473,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T17:00:00.000Z,46.6,23.4,285,10.5,11.1,58,37,0.5,29.4,70,14.9,74.24892703862662,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T18:00:00.000Z,48.7,25.3,289,15.1,11.6,50,36,0.1,28.0,76,14.6,78.32618025751074,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T19:00:00.000Z,49.7,26.8,285,21.4,12.4,39,35,0.0,27.6,79,14.2,81.54506437768241,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T20:00:00.000Z,49.9,28.3,281,25.5,12.8,31,34,0.0,27.5,80,12.6,84.76394849785409,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T21:00:00.000Z,50.9,28.8,284,25.6,12.8,30,34,0.0,27.5,81,10.7,85.83690987124464,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T22:00:00.000Z,51.2,28.9,286,23.5,12.4,32,35,0.0,27.4,82,13.2,86.05150214592274,2026-01-17T03:07:34.530Z,Karachi
2025-09-07T23:00:00.000Z,51.1,28.9,276,20.8,11.9,35,35,0.0,27.1,84,13.0,86.05150214592274,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T00:00:00.000Z,50.5,28.2,239,17.5,11.0,38,35,0.0,27.0,85,13.3,84.54935622317598,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T01:00:00.000Z,48.8,26.8,189,13.6,10.0,41,34,0.0,26.9,85,12.8,81.54506437768241,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T02:00:00.000Z,47.1,25.1,155,10.6,9.2,43,34,0.0,26.8,85,10.4,77.89699570815452,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T03:00:00.000Z,46.3,24.1,137,8.7,8.7,44,34,0.0,26.6,85,12.3,75.7510729613734,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T04:00:00.000Z,45.5,23.3,135,7.7,8.5,45,35,0.0,26.6,86,9.4,74.03433476394851,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T05:00:00.000Z,41.2,20.8,171,6.7,7.7,47,32,0.0,26.5,87,10.2,68.66952789699572,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T06:00:00.000Z,42.6,21.1,290,10.0,8.7,44,34,0.0,26.1,93,10.7,69.31330472103005,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T07:00:00.000Z,43.8,22.2,447,14.6,10.2,39,36,0.1,26.0,95,12.1,71.67381974248927,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T08:00:00.000Z,47.7,24.3,533,17.4,11.9,39,39,0.7,26.2,93,10.9,76.18025751072962,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T09:00:00.000Z,51.8,26.0,474,17.0,14.3,46,43,1.15,26.5,90,11.4,79.82832618025752,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T10:00:00.000Z,55.2,26.8,344,14.9,16.9,57,48,1.95,28.3,77,14.8,81.54506437768241,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T11:00:00.000Z,56.8,26.7,251,12.9,18.6,66,51,4.05,29.1,74,12.6,81.3304721030043,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T12:00:00.000Z,56.9,26.6,245,11.3,18.7,74,53,4.75,28.9,76,12.7,81.11587982832619,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T13:00:00.000Z,55.8,26.2,275,9.9,17.9,80,53,3.05,28.5,78,12.6,80.25751072961374,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T14:00:00.000Z,58.1,27.8,301,9.9,17.0,81,52,2.7,27.1,87,14.8,83.69098712446353,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T15:00:00.000Z,56.6,27.4,301,11.8,16.1,73,50,2.2,28.1,79,17.0,82.83261802575107,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T16:00:00.000Z,50.5,23.7,297,15.1,15.0,59,46,0.7,28.0,81,18.9,74.89270386266095,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T17:00:00.000Z,48.7,24.9,311,19.4,12.4,49,39,0.15,27.6,83,13.9,77.46781115879828,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T18:00:00.000Z,45.3,25.3,367,24.6,12.6,41,38,0.0,27.6,82,14.8,78.32618025751074,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T19:00:00.000Z,48.3,26.4,440,31.8,13.0,31,38,0.0,27.4,83,14.4,80.68669527896996,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T20:00:00.000Z,50.4,27.9,479,37.2,13.4,23,37,0.0,27.2,84,13.6,83.90557939914163,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T21:00:00.000Z,48.8,27.6,457,39.3,14.1,19,37,0.0,27.0,88,9.2,83.26180257510731,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T22:00:00.000Z,51.5,29.2,401,39.6,14.9,18,37,0.0,26.8,90,8.3,86.69527896995709,2026-01-17T03:07:34.530Z,Karachi
2025-09-08T23:00:00.000Z,53.3,30.3,340,38.6,15.3,18,38,0.0,26.5,93,11.2,89.05579399141632,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T00:00:00.000Z,55.6,31.5,274,36.3,15.2,18,39,0.0,26.3,94,10.2,91.63090128755366,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T01:00:00.000Z,55.8,30.9,203,32.7,14.7,20,41,0.0,26.2,94,10.8,90.34334763948497,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T02:00:00.000Z,54.9,30.0,153,28.8,14.1,22,42,0.0,26.2,93,11.4,88.41201716738198,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T03:00:00.000Z,52.9,28.5,124,23.7,13.3,27,41,0.0,26.2,93,10.9,85.1931330472103,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T04:00:00.000Z,50.6,26.0,115,18.2,12.5,33,40,0.0,26.1,93,12.1,79.82832618025752,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T05:00:00.000Z,43.4,21.9,150,12.7,9.8,42,35,0.0,26.0,93,12.5,71.03004291845494,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T06:00:00.000Z,43.8,21.8,274,15.5,10.5,41,37,0.0,25.8,95,11.1,70.81545064377683,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T07:00:00.000Z,44.1,22.7,442,19.3,11.5,40,39,0.05,25.5,96,14.2,72.74678111587983,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T08:00:00.000Z,48.0,24.4,542,21.6,12.5,41,39,0.25,25.5,95,13.0,76.39484978540773,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T09:00:00.000Z,43.8,23.1,506,20.9,13.7,46,34,0.5,25.7,92,15.7,73.60515021459229,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T10:00:00.000Z,38.9,21.7,403,18.6,14.9,52,27,0.55,25.6,93,15.3,70.60085836909872,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T11:00:00.000Z,31.8,18.7,326,17.1,15.5,56,21,0.65,26.5,88,16.6,64.16309012875537,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T12:00:00.000Z,30.9,18.0,313,16.8,15.0,56,19,0.6,27.9,79,17.8,62.66094420600859,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T13:00:00.000Z,29.9,17.8,326,17.1,13.9,54,19,0.8,27.5,81,18.1,62.231759656652365,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T14:00:00.000Z,30.3,18.4,345,18.9,13.0,51,19,0.8,26.3,91,19.7,63.51931330472103,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T15:00:00.000Z,27.2,17.6,372,23.4,12.7,46,17,0.35,25.8,94,18.6,61.80257510729614,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T16:00:00.000Z,27.8,18.7,405,29.4,12.5,39,15,0.25,25.8,94,18.4,64.16309012875537,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T17:00:00.000Z,25.5,18.4,417,31.8,12.0,40,12,0.2,25.6,95,21.0,63.51931330472103,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T18:00:00.000Z,23.7,18.5,388,33.0,12.1,38,10,0.05,26.1,95,18.2,63.73390557939914,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T19:00:00.000Z,22.0,17.9,338,34.7,12.2,35,8,0.0,25.8,94,17.9,62.44635193133047,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T20:00:00.000Z,20.7,16.9,297,35.8,12.4,33,6,0.0,26.1,93,15.3,60.30042918454936,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T21:00:00.000Z,17.6,15.2,281,35.7,12.5,32,4,0.0,26.2,93,13.8,56.652360515021456,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T22:00:00.000Z,16.2,14.6,275,35.1,12.7,31,3,0.0,26.1,93,12.8,55.36480686695279,2026-01-17T03:07:34.530Z,Karachi
2025-09-09T23:00:00.000Z,16.9,15.8,263,34.5,12.9,30,2,0.0,26.0,93,11.2,57.93991416309013,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T00:00:00.000Z,19.7,18.9,235,34.9,13.5,29,1,0.0,25.5,94,4.4,64.5922746781116,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T01:00:00.000Z,20.1,19.3,201,35.4,14.3,27,1,0.0,25.5,94,8.1,65.45064377682404,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T02:00:00.000Z,15.7,15.0,178,33.8,14.2,28,1,0.0,25.8,92,9.5,56.223175965665234,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T03:00:00.000Z,13.3,12.3,159,28.0,12.6,33,2,0.0,25.4,94,14.3,50.42918454935622,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T04:00:00.000Z,13.6,10.6,151,20.1,10.2,39,3,0.0,25.5,94,12.4,44.16666666666667,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T05:00:00.000Z,16.6,8.6,187,6.7,5.2,46,13,0.0,25.7,94,13.0,35.833333333333336,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T06:00:00.000Z,19.4,9.7,318,9.4,5.7,41,15,0.0,25.9,91,15.3,40.416666666666664,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T07:00:00.000Z,22.4,11.6,493,13.1,6.4,34,17,0.1,25.4,93,16.2,48.333333333333336,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T08:00:00.000Z,27.4,14.4,598,15.1,7.3,31,21,0.65,25.5,93,18.6,54.93562231759657,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T09:00:00.000Z,41.9,18.3,566,14.0,8.4,33,27,1.5,25.8,92,18.7,63.30472103004292,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T10:00:00.000Z,40.3,16.8,464,11.2,9.7,39,35,2.15,26.1,90,19.0,60.08583690987125,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T11:00:00.000Z,39.9,16.2,376,9.0,10.7,44,40,1.6,26.4,88,18.4,58.798283261802574,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T12:00:00.000Z,38.4,15.1,327,8.0,11.1,47,40,2.0,27.4,81,17.5,56.437768240343345,2026-01-17T03:07:34.530Z,Karachi
2025-09-10T13:00:00.000Z,38.2,14.9,292,7.6,11.2,49,36,2.3,28.0,79,18.7,56.00858369098712,2026-01-17T03:07:34.531Z,Karachi
2025-09-10T14:00:00.000Z,36.4,15.4,280,7.9,11.5,51,35,3.2,28.2,78,17.9,57.081545064377686,2026-01-17T03:07:34.531Z,Karachi
2025-09-10T15:00:00.000Z,38.3,16.3,300,8.0,12.1,53,38,2.9,27.9,80,16.8,59.01287553648069,2026-01-17T03:07:34.531Z,Karachi
2025-09-10T16:00:00.000Z,40.2,16.5,342,8.7,12.8,55,43,1.55,27.6,82,14.0,59.442060085836914,2026-01-17T03:07:34.531Z,Karachi
2025-09-10T17:00:00.000Z,53.0,20.4,395,9.6,12.6,60,56,0.75,27.5,82,13.4,67.81115879828326,2026-01-17T03:07:34.531Z,Karachi
2025-09-10T18:00:00.000Z,54.4,21.9,466,20.4,13.7,45,51,0.1,26.7,84,13.3,71.03004291845494,2026-01-17T03:07:34.531Z,Karachi
2025-09-10T19:00:00.000Z,52.0,26.5,546,35.2,15.1,25,45,0.0,26.4,88,12.1,80.90128755364807,2026-01-17T03:07:34.531Z,Karachi
2025-09-10T20:00:00.000Z,52.4,29.0,596,45.7,16.2,10,39,0.0,26.2,89,12.2,86.26609442060087,2026-01-17T03:07:34.531Z,Karachi
2025-09-10T21:00:00.000Z,51.9,29.6,599,47.9,16.8,5,36,0.0,26.1,90,10.2,87.55364806866953,2026-01-17T03:07:34.531Z,Karachi
2025-09-10T22:00:00.000Z,52.2,30.7,572,45.8,16.9,6,34,0.0,26.2,89,10.7,89.91416309012877,2026-01-17T03:07:34.531Z,Karachi
2025-09-10T23:00:00.000Z,51.3,31.7,522,43.0,16.4,7,32,0.0,26.2,90,10.8,92.06008583690988,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T00:00:00.000Z,47.8,29.5,438,40.5,14.5,8,30,0.0,26.1,90,10.6,87.33905579399142,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T01:00:00.000Z,42.8,25.7,331,37.3,12.0,10,28,0.0,26.0,90,10.2,79.18454935622319,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T02:00:00.000Z,38.4,22.4,247,33.6,10.0,13,26,0.0,25.8,90,9.8,72.1030042918455,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T03:00:00.000Z,35.2,19.8,184,28.6,9.1,17,25,0.0,25.5,92,9.4,66.52360515021459,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T04:00:00.000Z,33.3,18.2,144,23.1,8.9,21,24,0.0,25.4,93,8.9,63.09012875536481,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T05:00:00.000Z,34.1,18.6,176,24.2,9.6,20,25,0.0,25.4,93,8.8,63.94849785407726,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T06:00:00.000Z,32.6,17.2,358,22.3,11.9,24,27,0.0,25.5,93,7.1,60.94420600858369,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T07:00:00.000Z,36.0,18.2,613,19.5,15.0,29,30,0.2,25.5,93,6.8,63.09012875536481,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T08:00:00.000Z,38.3,17.8,760,16.4,17.1,36,33,1.0,25.8,93,6.5,62.231759656652365,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T09:00:00.000Z,39.0,17.1,690,12.8,17.2,45,37,2.75,26.4,89,6.6,60.72961373390558,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T10:00:00.000Z,41.1,17.5,511,9.0,16.2,55,40,4.05,26.4,89,7.9,61.587982832618025,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T11:00:00.000Z,43.1,18.1,369,6.1,15.1,63,41,3.75,26.5,89,7.3,62.875536480686705,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T12:00:00.000Z,35.9,15.2,320,4.9,14.1,67,36,3.75,26.8,87,10.2,56.652360515021456,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T13:00:00.000Z,30.6,13.4,307,4.6,12.9,68,29,4.45,27.1,84,10.9,52.78969957081545,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T14:00:00.000Z,28.6,13.4,306,4.9,12.3,67,24,5.05,27.3,82,12.0,52.78969957081545,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T15:00:00.000Z,28.3,13.7,306,4.8,12.6,65,23,4.1,27.4,82,12.5,53.433476394849784,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T16:00:00.000Z,29.7,13.9,317,5.3,13.4,61,25,2.25,27.6,81,13.0,53.86266094420601,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T17:00:00.000Z,21.3,11.2,345,8.7,13.8,55,15,0.8,27.6,80,13.4,46.666666666666664,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T18:00:00.000Z,21.5,11.5,411,15.3,13.9,44,15,0.1,27.4,84,12.5,47.91666666666667,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T19:00:00.000Z,22.6,13.6,494,24.4,14.0,28,14,0.0,26.9,86,11.9,53.21888412017167,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T20:00:00.000Z,25.4,15.8,541,30.9,13.9,17,14,0.0,26.7,87,11.9,57.93991416309013,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T21:00:00.000Z,27.3,16.7,523,32.6,13.4,13,15,0.0,26.8,87,11.2,59.871244635193136,2026-01-17T03:07:34.531Z,Karachi
2025-09-11T22:00:00.000Z,28.8,17.2,468,31.6,12.6,13,17,0.0,26.8,87,10.8,60.94420600858369,2026-01-17T03:07:34.531Z,Karachi
